rank,content_id,model_high_priority_score,predicted_priority,suggested_action,reason_codes
1895,content_374e795aab68,0.46734402895421673,High,refresh_review,['model_high_priority']
1896,content_7bc20bc8263b,0.4672158127396542,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1897,content_a5a5392242a4,0.46711917572351286,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1898,content_ecda3e69d92d,0.46710432865120527,High,refresh_review,['model_high_priority']
1899,content_182836721d18,0.4670459564192556,High,refresh_review,['model_high_priority']
1900,content_bc16ae58b10d,0.46698872132849945,High,refresh_review,['model_high_priority']
1901,content_3e6ad72596c7,0.46697681208699854,High,refresh_review,['model_high_priority']
1902,content_6a06cceeb86d,0.4668985296881631,High,refresh_review,['model_high_priority']
1903,content_70e2f3c3f745,0.46686423190282594,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1904,content_bb55d0dab9d9,0.4668628893161069,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1905,content_560658e4403a,0.4668601468647946,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1906,content_684d7808f894,0.4668470274202779,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1907,content_459756cca996,0.4667402191082072,High,refresh_review,['model_high_priority']
1908,content_1123b27c2c89,0.46664567091226605,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1909,content_b5a67fbd43b7,0.46662976035082787,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1910,content_a0d2632eefb3,0.4666250178557551,High,refresh_review,['model_high_priority']
1911,content_d4084a4bc775,0.46654731779579633,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1912,content_8c6ecdbc57d8,0.46644618557193324,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1913,content_3eb42026ac67,0.4663742636438798,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1914,content_0a9276b27b32,0.4663697980307695,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1915,content_46506cfa1b19,0.46625139616718325,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1916,content_d38581402cd5,0.4661838719666777,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1917,content_e3f7ca1529cf,0.46617973964221204,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1918,content_ab3dcd0f960b,0.46611354563337537,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1919,content_4f4baf5fcb8c,0.4659945675068938,High,refresh_review,['model_high_priority']
1920,content_56554b7e77eb,0.4659166335032281,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1921,content_47abc023a16a,0.4658280816187847,High,refresh_review,['model_high_priority']
1922,content_42bd7e800a38,0.46573157657688097,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1923,content_0eb3dcfb4fce,0.4656943415748514,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1924,content_0afbee882cb3,0.4656895904230653,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1925,content_6b5fb4940974,0.46562092344907263,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1926,content_bb82ff64c917,0.4655902542945713,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1927,content_637107baa450,0.46550013156067793,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1928,content_84de392e7864,0.4654011031720009,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1929,content_ed680797b687,0.46537889408156974,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1930,content_7107cf349e26,0.4653416204944194,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1931,content_0ee62fc45459,0.4651405339389548,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1932,content_bfec24fd6a60,0.4651023546498094,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1933,content_cb2d43abb7f6,0.46496798566420733,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1934,content_85fc64b9979f,0.46492220077790525,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1935,content_8fa784e567ac,0.4648795039304569,High,refresh_review,['model_high_priority']
1936,content_4d6923d17c10,0.46482752853739545,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1937,content_ae7c334247f9,0.4648266101896272,High,refresh_review,['model_high_priority']
1938,content_e2b8e97ea579,0.4648137427111916,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1939,content_ffaa01d849f7,0.46452254762711676,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1940,content_d59fd5fe3b83,0.4644984965211463,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1941,content_2d73ab8136fa,0.4644407525957757,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1942,content_7fca9ecf75c0,0.46442357038931836,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1943,content_90f354aa255e,0.4643921499839766,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1944,content_f532f7dc798c,0.4643846573166007,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1945,content_054ea1b92a9a,0.46437651764589255,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1946,content_236878619647,0.4643498294348216,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1947,content_1f7ef289aa97,0.46426302942874287,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1948,content_515aa177eded,0.4642226643858038,High,refresh_review,['model_high_priority']
1949,content_eb4273bb86f1,0.464110018793714,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1950,content_a4dc39c5f8f9,0.4640855758483168,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1951,content_188060555694,0.4640843468377786,High,refresh_review,['model_high_priority']
1952,content_1e53b2d2300a,0.46400884266737213,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1953,content_b8ee53b39bb1,0.4639980134095362,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1954,content_aa9a5ef1d884,0.4639527998046762,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1955,content_3a510b962660,0.4639387929158892,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1956,content_c6bf8be3e38a,0.4639269449437889,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1957,content_17e92c02c970,0.4638723271531884,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1958,content_0f1abc94c6bc,0.46387058470814074,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1959,content_b5e9e6453511,0.46381147945655254,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1960,content_4734618e1abb,0.4637700663370426,High,refresh_review,['model_high_priority']
1961,content_b2f8a505c3ea,0.46366348101863064,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1962,content_6ca73c6b0d9c,0.4635256598073254,High,refresh_review,['model_high_priority']
1963,content_0c1ddb69fb2e,0.4633060032125268,High,refresh_review,['model_high_priority']
1964,content_fa58e2744bd4,0.463159523984087,High,refresh_review,['model_high_priority']
1965,content_f7dee1b3c0b1,0.463035191874208,High,refresh_review,['model_high_priority']
1966,content_f3b795db44b9,0.46282250751860177,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1967,content_fe38dbdb4508,0.46280867158643324,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1968,content_b27ba7818938,0.4627878227483275,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1969,content_a2ea3d443492,0.46274711636763255,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1970,content_558717798c3b,0.46274303252779836,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1971,content_57e4f4fdb677,0.46273958633929757,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1972,content_ba5aae545945,0.4627014580958869,High,refresh_review,['model_high_priority']
1973,content_038770d29101,0.4626472369116027,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1974,content_08975e718b6d,0.46263518640634715,High,refresh_review,['model_high_priority']
1975,content_63d78f63087f,0.46222708039256094,High,refresh_review,['model_high_priority']
1976,content_b9a3ac610c64,0.4621970826262131,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1977,content_f3eea9f91fcd,0.4621967098251291,High,refresh_review,['model_high_priority']
1978,content_e9e01655126c,0.4621906354667354,High,refresh_review,['model_high_priority']
1979,content_97703a2d36b7,0.46217466146256214,High,refresh_review,['model_high_priority']
1980,content_0bd63ac7a76b,0.46212957689852807,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1981,content_82f533414258,0.46212602625849486,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1982,content_09a6b180e35c,0.46212089849897986,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1983,content_36991252f44a,0.4621058807493879,High,refresh_review,['model_high_priority']
1984,content_2a543aa2b4e6,0.46202886799219517,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1985,content_ecfbe983a886,0.4619607457625588,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1986,content_889ae78ef104,0.4619128207619013,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1987,content_60b83f4c4dbd,0.46189875808145436,High,refresh_review,['model_high_priority']
1988,content_bd4f55aa933f,0.46189848523938576,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1989,content_ac46699625cd,0.4618876149085719,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1990,content_24abf98d3cf4,0.4617030152140834,High,refresh_review,['model_high_priority']
1991,content_ac23cfe2f09f,0.46168280518884935,High,refresh_review,['model_high_priority']
1992,content_6d1c35c27ae1,0.46158313009843377,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1993,content_3a764930904d,0.46154505664008366,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
1994,content_76b37fe07cc3,0.46150776513729386,High,refresh_review,['model_high_priority']
1995,content_dc2d89eb23d3,0.4614109271126957,High,refresh_review,['model_high_priority']
1996,content_26cf459dc4a6,0.46125320111508095,High,refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
